ID   MID    MMSI      longitude   latitude  speed  course  waktu  f_str(dB)  Jarak(Km)
 1083    4     5250001  112.733870   -7.197102 2025/6/15
 1084    1   525300917  112.732500    -7.196332       0   235.4  15_43_15    22.39    13.06
 1085    1   525000011  112.732275    -7.196880       0   248.7  15_43_16    18.92    13.02
 1086    1   525125041  112.727920    -7.207297       0   243.0  15_43_16    24.46    12.21
 1087    1   525000011  112.732273    -7.196878       0   248.7  15_43_17    17.30    13.02
 1088    1   525000011  112.732272    -7.196875       0   248.7  15_43_20    19.97    13.02
 1089    1   525010092  112.726068    -7.208493       0   193.2  15_43_22    22.13    12.20
 1090    3   525300917  112.732442    -7.196342       0   232.1  15_43_23    21.05    13.06
 1091    1   525000011  112.732265    -7.196872       0   248.7  15_43_24    18.13    13.02
 1092    4     5250001  112.733870   -7.197102 2025/6/15
 1093    1   525125041  112.727920    -7.207297       0   243.0  15_43_26    24.09    12.21
 1094    1   525005052  112.734055    -7.196072       0   340.3  15_43_26    26.20    13.02
 1095    1   525000011  112.732263    -7.196872       0   248.7  15_43_27    19.09    13.02
 1096    1   525300917  112.732497    -7.196332       0   235.4  15_43_27    23.26    13.06
 1097    1   525001047  112.729707    -7.207527       0   148.1  15_43_27    21.69    12.09
 1098    1   525022001  112.701145    -7.185888       0   192.8  15_43_30    21.49    15.80
 1099    1   525010092  112.726068    -7.208495       0   193.2  15_43_31    20.44    12.20
 1100    1   525010154  112.726232    -7.207642       0   153.8  15_43_31    19.74    12.27
 1101    3   525022005  112.720130    -7.175207       0     0.0  15_43_31    29.31    15.77
 1102    1   525101102  112.717633    -7.177183       0   162.0  15_43_33    19.21    15.69
 1103    1   525300917  112.732497    -7.196330       0   235.4  15_43_34    21.37    13.06
 1104    1   525125041  112.727920    -7.207295       0   243.0  15_43_34    23.42    12.21
 1105    4     5250001  112.733870   -7.197102 2025/6/15
 1106    1   525007390  112.722893    -7.189258       0   342.1  15_43_34    19.73    14.24
 1107    3   525125041  112.727918    -7.207295       0   243.0  15_43_37    29.47    12.21
 1108    1   525100417  112.722148    -7.175625       0   360.0  15_43_38    21.08    15.63
 1109    1   525010154  112.726232    -7.207643       0   156.3  15_43_40    19.08    12.27
 1110    1   525300917  112.732497    -7.196330       0   235.4  15_43_40    23.89    13.06
 1111    1   525010092  112.726068    -7.208495       0   193.2  15_43_41    22.22    12.20
 1112    1   525021186  112.727935    -7.199260       0   247.4  15_43_44    19.39    12.99
 1113    4     5250001  112.733870   -7.197102 2025/6/15
 1114    1   525125041  112.727920    -7.207293       0   243.0  15_43_45    23.85    12.21
 1115    1   525300917  112.732497    -7.196330       0   235.4  15_43_45    19.06    13.06
 1116    1   525018479  112.721130    -7.190052       0   312.7  15_43_45    20.08    14.25
 1117    1   525005052  112.734043    -7.196048       0   340.3  15_43_47    26.65    13.02
 1118    1   525100844  112.725935    -7.208693       0     0.0  15_43_47    20.90    12.19
 1119    1   525001047  112.729697    -7.207522       0   148.1  15_43_48    21.34    12.09
 1120    1   525010154  112.726228    -7.207643       0     0.0  15_43_50    19.44    12.27
 1121    1   525022001  112.701147    -7.185880       0   188.5  15_43_50    22.53    15.80
 1122    1   525010092  112.726072    -7.208498       0   193.2  15_43_51    21.25    12.20
 1123    1   525300917  112.732498    -7.196328       0   235.4  15_43_52    21.27    13.06
 1124    4     5250001  112.733870   -7.197102 2025/6/15
 1125    1   525005052  112.734042    -7.196043       0   340.3  15_43_55    21.98    13.02
 1126    1   525125041  112.727920    -7.207293       0   243.0  15_43_55    23.94    12.21
 1127    1   525100844  112.725940    -7.208695       0     0.0  15_43_59    20.21    12.18
 1128    1   525100417  112.722147    -7.175625       0   360.0  15_43_59    21.00    15.63
 1129    1   525022001  112.701142    -7.185893       0   185.3  15_44_0    20.94    15.80
 1130    1   525010092  112.726072    -7.208500       0   193.2  15_44_1    22.66    12.20
 1131    1   525300917  112.732502    -7.196325       0   235.4  15_44_4    19.14    13.06
 1132    1   525125041  112.727920    -7.207293       0   243.0  15_44_5    23.73    12.21
 1133    4     5250001  112.733870   -7.197102 2025/6/15
 1134    1   525005052  112.734040    -7.196062       0   340.3  15_44_5    25.54    13.02
 1135    1   525018479  112.721137    -7.190057       0   312.7  15_44_7    20.10    14.25
 1136    3   525025085  112.689110    -7.187647       0   332.9  15_44_8    22.10    16.44
 1137    1   525001047  112.729712    -7.207523       0   148.1  15_44_8    21.86    12.09
 1138    1   525100844  112.725942    -7.208697       0     0.0  15_44_8    19.00    12.18
 1139    1   525010092  112.726073    -7.208502       0   193.2  15_44_11    23.59    12.20
 1140    1   525022001  112.701143    -7.185905       0   181.5  15_44_11    24.65    15.80
 1141    1   525010154  112.726237    -7.207605       0   159.7  15_44_12    19.57    12.27
 1142    1   525018479  112.721140    -7.190058       0   312.7  15_44_16    20.60    14.25
 1143    1   525125041  112.727920    -7.207293       0   243.0  15_44_16    24.22    12.21
 1144    3   525201572  112.744027    -7.194095       0   284.9  15_44_16    30.45    12.81
 1145    4     5250001  112.733870   -7.197102 2025/6/15
 1146    1   525125041  112.727920    -7.207293       0   243.0  15_44_26    24.01    12.21
 1147    1   525005052  112.734038    -7.196073       0   340.3  15_44_26    23.33    13.02
 1148    3   525022203  112.720297    -7.178573       0   228.4  15_44_28    16.62    15.42
 1149    1   525018479  112.721140    -7.190062       0   312.7  15_44_28    20.68    14.25
 1150    1   525300917  112.732503    -7.196325       0   235.4  15_44_28    20.20    13.06
 1151    1   525100417  112.722145    -7.175625       0   360.0  15_44_29    18.70    15.63
 1152    1   525022001  112.701137    -7.185905       0   173.7  15_44_30    22.72    15.80
 1153    1   525010092  112.726077    -7.208505       0   193.2  15_44_30    21.96    12.20
 1154    1   525010154  112.726228    -7.207607       0   159.7  15_44_30    18.87    12.27
 1155    1   525101102  112.717633    -7.177183       0   162.0  15_44_33    20.06    15.69
 1156    1   525300917  112.732502    -7.196327       0   235.4  15_44_33    19.04    13.06
 1157    3   525125041  112.727920    -7.207292       0   243.0  15_44_33    24.59    12.21
 1158    4     5250001  112.733870   -7.197102 2025/6/15
 1159    1   525005052  112.734033    -7.196070       0   340.3  15_44_36    21.03    13.02
 1160    1   525018479  112.721137    -7.190063       0   312.7  15_44_37    20.99    14.25
 1161    1   525022001  112.701130    -7.185907       0   169.4  15_44_40    21.52    15.80
 1162    1   525300917  112.732502    -7.196325       0   235.4  15_44_40    22.16    13.06
 1163    1   525010092  112.726083    -7.208507       0   193.2  15_44_42    23.43    12.19
 1164    1   525101102  112.717633    -7.177183       0   162.0  15_44_42    21.94    15.69
 1165    4     5250001  112.733870   -7.197102 2025/6/15
 1166    1   525125041  112.727920    -7.207288       0   243.0  15_44_45    23.38    12.21
 1167    1   525100417  112.722145    -7.175627       0   360.0  15_44_47    19.13    15.63
 1168    1   525005052  112.734050    -7.196070       0   340.3  15_44_47    25.34    13.02
 1169    1   525000011  112.732243    -7.196912       0   248.7  15_44_47    18.66    13.01
 1170    1   525003239  112.723460    -7.204570       0   248.3  15_44_49    19.45    12.72
 1171    3   525020364  112.728427    -7.187402       0   360.0  15_44_49    22.95    14.15
 1172    1   525010154  112.726225    -7.207622       0     0.0  15_44_50    20.23    12.27
 1173    1   525022001  112.701130    -7.185912       0   162.8  15_44_50    22.89    15.80
 1174    1   525010092  112.726083    -7.208507       0   193.2  15_44_50    22.08    12.19
 1175    1   525000011  112.732242    -7.196913       0   248.7  15_44_52    17.03    13.01
 1176    1   525300917  112.732502    -7.196323       0   235.4  15_44_52    23.12    13.06
 1177    4     5250001  112.733870   -7.197102 2025/6/15
 1178    1   525018479  112.721127    -7.190068       0   312.7  15_44_56    21.53    14.25
 1179    1   525007390  112.722873    -7.189252       0   312.0  15_44_56    19.96    14.24
 1180    1   525125041  112.727920    -7.207288       0   243.0  15_44_56    24.59    12.21
 1181    1   525200262  112.726423    -7.208535       0    79.7  15_44_56    20.87    12.17
 1182    1   525000011  112.732240    -7.196913       0   248.7  15_44_57    17.89    13.01
 1183    1   525300917  112.732502    -7.196322       0   235.4  15_44_58    19.23    13.06
 1184    3   525020364  112.728440    -7.187398       0   360.0  15_44_59    22.00    14.15
 1185    1   525022001  112.701128    -7.185910       0   155.6  15_45_0    20.02    15.80
 1186    1   525010154  112.726220    -7.207617       0     0.0  15_45_1    18.04    12.27
 1187    1   525010092  112.726083    -7.208508       0   193.2  15_45_1    19.31    12.19
 1188    1   525101102  112.717633    -7.177183       0   162.0  15_45_3    21.77    15.69
 1189    1   525020364  112.728440    -7.187398       0   360.0  15_45_4    21.74    14.15
 1190    1   525300917  112.732503    -7.196322       0   235.4  15_45_4    21.84    13.06
 1191    1   525125041  112.727920    -7.207288       0   243.0  15_45_5    24.27    12.21
 1192    4     5250001  112.733870   -7.197102 2025/6/15
 1193    1   525005052  112.734065    -7.196083       0   340.3  15_45_6    23.03    13.01
 1194    3   525020364  112.728440    -7.187398       0   360.0  15_45_8    23.17    14.15
 1195    1   525018479  112.721125    -7.190073       0   312.7  15_45_8    22.03    14.25
 1196    1   525010092  112.726087    -7.208508       0   193.2  15_45_11    18.93    12.19
 1197    1   525022001  112.701132    -7.185910       0   146.8  15_45_11    21.69    15.80
 1198    1   525010154  112.726220    -7.207613       0     0.0  15_45_11    20.58    12.27
 1199    4     5250001  112.733870   -7.197102 2025/6/15
 1200    1   525300917  112.732503    -7.196318       0   235.4  15_45_15    21.05    13.06
 1201    1   525000011  112.732248    -7.196912       0   248.7  15_45_15    19.09    13.01
 1202    1   525125041  112.727920    -7.207288       0   243.0  15_45_15    23.32    12.21
 1203    1   525200262  112.726410    -7.208578       0    73.3  15_45_17    22.20    12.17
 1204    3   525020364  112.728440    -7.187398       0   360.0  15_45_18    20.96    14.15
 1205    1   525000011  112.732250    -7.196913       0   248.7  15_45_18    17.83    13.01
 1206    1   525000011  112.732252    -7.196913       0   248.7  15_45_21    19.89    13.01
 1207    1   525300917  112.732503    -7.196317       0   235.4  15_45_22    21.51    13.06
 1208    1   525000011  112.732253    -7.196915       0   248.7  15_45_22    17.51    13.01
 1209    1   525000011  112.732255    -7.196915       0   248.7  15_45_24    18.78    13.01
 1210    4     5250001  112.733870   -7.197102 2025/6/15
 1211    1   525113033  112.809463    -6.885390       0   151.2  15_45_25    16.67    46.50
 1212    1   525125041  112.727933    -7.207288       0   243.0  15_45_25    25.18    12.21
 1213    1   525005052  112.734058    -7.196083       0   340.3  15_45_25    26.06    13.01
 1214    3   525020364  112.728440    -7.187397       0   360.0  15_45_28    23.25    14.15
 1215    1   525018479  112.721118    -7.190078       0   312.7  15_45_28    22.74    14.25
 1216    1   525300917  112.732503    -7.196317       0   235.4  15_45_28    21.95    13.06
 1217    1   525100844  112.725923    -7.208695       0     0.0  15_45_28    19.68    12.19
 1218    1   525022001  112.701148    -7.185913       0   133.7  15_45_30    22.85    15.80
 1219    1   525010092  112.726088    -7.208508       0   193.2  15_45_31    22.77    12.19
 1220    1   525010154  112.726227    -7.207613       0     0.0  15_45_31    20.78    12.27
 1221    1   525125041  112.727933    -7.207288       0   243.0  15_45_34    24.87    12.21
 1222    1   525021186  112.727948    -7.199270       0   289.0  15_45_35    20.95    12.99
 1223    4     5250001  112.733870   -7.197102 2025/6/15
 1224    1   525005052  112.734053    -7.196085       0   340.3  15_45_36    20.72    13.01
 1225    1   525200262  112.726385    -7.208578       0    83.1  15_45_36    22.99    12.17
 1226    1   525018479  112.721118    -7.190082       0   312.7  15_45_37    21.47    14.25
 1227    1   525022001  112.701162    -7.185922       0   126.1  15_45_39    21.21    15.79
 1228    1   525010154  112.726233    -7.207613       0     0.0  15_45_39    18.83    12.27
 1229    1   525003239  112.723457    -7.204565       0   248.3  15_45_39    20.97    12.72
 1230    1   525300917  112.732502    -7.196317       0   235.4  15_45_39    21.57    13.06
 1231    1   525010092  112.726088    -7.208508       0   193.2  15_45_42    24.08    12.19
 1232    1   525000011  112.732268    -7.196917       0   248.7  15_45_45    18.64    13.01
 1233    4     5250001  112.733870   -7.197102 2025/6/15
 1234    1   525125041  112.727933    -7.207288       0   243.0  15_45_45    24.81    12.21
 1235    1   525300917  112.732500    -7.196318       0   235.4  15_45_46    20.71    13.06
 1236    1   525018479  112.721118    -7.190083       0   312.7  15_45_46    22.86    14.25
 1237    1   525200262  112.726373    -7.208575       0    89.9  15_45_46    19.66    12.17
 1238    1   525005052  112.734058    -7.196093       0   340.3  15_45_46    27.15    13.01
 1239    1   525000011  112.732263    -7.196913       0   248.7  15_45_48    18.17    13.01
 1240    1   525020364  112.728440    -7.187397       0   360.0  15_45_49    21.48    14.15
 1241    1   525001047  112.729742    -7.207505       0   148.1  15_45_49    24.15    12.09
 1242    1   525010154  112.726232    -7.207617       0     0.0  15_45_49    21.35    12.27
 1243    1   525022001  112.701167    -7.185932       0   120.5  15_45_49    19.78    15.79
 1244    1   525010092  112.726088    -7.208508       0   193.2  15_45_51    23.01    12.19
 1245    4     5250001  112.733870   -7.197102 2025/6/15
 1246    1   525018479  112.721115    -7.190085       0   312.7  15_45_56    20.76    14.25
 1247    1   525125041  112.727933    -7.207290       0   243.0  15_45_56    25.14    12.21
 1248    3   636022412  112.709890    -7.197210       0    11.2  15_45_58    22.29    14.22
 1249    3   525020364  112.728440    -7.187397       0   360.0  15_45_59    21.14    14.15
 1250    1   525022001  112.701177    -7.185938       0   114.9  15_46_0    21.33    15.79
 1251    1   525000011  112.732253    -7.196903       0   248.7  15_46_0    17.58    13.02
 1252    1   525010154  112.726242    -7.207625       0     0.0  15_46_0    18.64    12.27
 1253    1   525010092  112.726087    -7.208507       0   193.2  15_46_0    23.24    12.19
 1254    1   525300917  112.732497    -7.196318       0   235.4  15_46_3    20.88    13.06
 1255    1   525113033  112.809463    -6.885395       0   151.2  15_46_3    16.64    46.50
 1256    1   525125041  112.727920    -7.207288       0   243.0  15_46_5    24.49    12.21
 1257    4     5250001  112.733870   -7.197102 2025/6/15
 1258    1   525200262  112.726342    -7.208575       0    93.5  15_46_6    19.95    12.17
 1259    1   525005052  112.734080    -7.196073       0   340.3  15_46_6    26.89    13.01
 1260    1   525020364  112.728440    -7.187395       0   360.0  15_46_7    22.79    14.15
 1261    1   525018479  112.721115    -7.190083       0   312.7  15_46_7    23.22    14.25
 1262    1   525010092  112.726087    -7.208507       0   193.2  15_46_10    21.78    12.19
 1263    1   525022001  112.701177    -7.185935       0   109.9  15_46_10    23.85    15.79
 1264    1   525000011  112.732260    -7.196917       0   248.7  15_46_12    18.50    13.01
 1265    1   525010154  112.726230    -7.207628       0     0.0  15_46_12    20.96    12.27
 1266    1   525007390  112.722887    -7.189243       0   293.1  15_46_14    20.84    14.24
 1267    4     5250001  112.733870   -7.197102 2025/6/15
 1268    1   525100837  112.730802    -7.198752       0   272.0  15_46_16    17.80    12.90
 1269    1   525125041  112.727920    -7.207285       0   243.0  15_46_16    26.68    12.21
 1270    1   525300917  112.732495    -7.196318       0   235.4  15_46_16    19.59    13.06
 1271    1   525020364  112.728440    -7.187395       0   360.0  15_46_17    23.02    14.15
 1272    1   525010092  112.726085    -7.208512       0   193.2  15_46_22    22.95    12.19
 1273    1   525101102  112.717633    -7.177183       0   162.0  15_46_22    20.43    15.69
 1274    1   525000011  112.732257    -7.196917       0   248.7  15_46_24    18.62    13.01
 1275    4     5250001  112.733870   -7.197102 2025/6/15
 1276    3   525300917  112.732455    -7.196363       0   232.1  15_46_24    22.32    13.06
 1277    1   525125041  112.727920    -7.207285       0   243.0  15_46_26    25.45    12.21
 1278    1   525005052  112.734093    -7.196078       0   340.3  15_46_26    28.08    13.01
 1279    1   525020364  112.728453    -7.187395       0   360.0  15_46_27    23.28    14.15
 1280    1   525018479  112.721115    -7.190080       0   312.7  15_46_27    23.09    14.25
 1281    1   525003239  112.723452    -7.204547       0   248.3  15_46_30    20.43    12.72
 1282    1   525022001  112.701180    -7.185925       0   102.0  15_46_30    22.26    15.79
 1283    1   525010092  112.726085    -7.208515       0   193.2  15_46_31    21.09    12.19
 1284    3   525022005  112.720122    -7.175180       0     0.0  15_46_31    27.65    15.77
 1285    1   525000011  112.732253    -7.196917       0   248.7  15_46_33    17.77    13.01
 1286    1   525101102  112.717633    -7.177183       0   162.0  15_46_33    21.12    15.69
 1287    1   525021186  112.727955    -7.199268       0   293.0  15_46_34    24.65    12.99
 1288    1   525125041  112.727920    -7.207288       0   243.0  15_46_34    26.32    12.21
 1289    1   525007390  112.722887    -7.189242       0   292.0  15_46_34    21.40    14.24
 1290    4     5250001  112.733870   -7.197102 2025/6/15
 1291    1   525018479  112.721115    -7.190078       0   312.7  15_46_37    20.72    14.25
 1292    1   525005052  112.734092    -7.196077       0   340.3  15_46_37    23.08    13.01
 1293    3   525125041  112.727917    -7.207288       0   243.0  15_46_37    31.36    12.21
 1294    1   525001047  112.729735    -7.207540       0   148.1  15_46_37    21.09    12.09
 1295    1   525100417  112.722145    -7.175630       0   360.0  15_46_38    19.52    15.63
 1296    1   525020364  112.728453    -7.187397       0   360.0  15_46_38    20.54    14.15
 1297    1   525022001  112.701182    -7.185940       0    99.6  15_46_40    21.78    15.79
 1298    1   525003239  112.723452    -7.204545       0   248.3  15_46_40    20.41    12.72
 1299    3   352004099  112.724042    -7.199528       0   333.3  15_46_41    19.38    13.17
 1300    1   525010154  112.726237    -7.207617       0     0.0  15_46_41    19.27    12.27
 1301    1   525010092  112.726082    -7.208513       0   193.2  15_46_41    21.94    12.19
 1302    4     5250001  112.733870   -7.197102 2025/6/15
 1303    3   525125041  112.727920    -7.207292       0   243.0  15_46_45    25.32    12.21
 1304    1   525018479  112.721115    -7.190077       0   312.7  15_46_45    22.92    14.25
 1305    1   525005052  112.734088    -7.196078       0   340.3  15_46_47    27.48    13.01
 1306    1   525020364  112.728453    -7.187397       0   360.0  15_46_48    22.09    14.15
 1307    1   525001047  112.729743    -7.207532       0   148.1  15_46_48    22.87    12.09
 1308    1   525010154  112.726235    -7.207612       0   163.8  15_46_50    20.62    12.27
 1309    1   525022001  112.701185    -7.185935       0    97.4  15_46_50    23.22    15.79
 1310    1   525010092  112.726082    -7.208512       0   193.2  15_46_51    21.22    12.19
 1311    3   525021186  112.727958    -7.199272       0   266.7  15_46_54    21.67    12.99
 1312    4     5250001  112.733870   -7.197102 2025/6/15
 1313    1   525018479  112.721115    -7.190077       0   312.7  15_46_55    20.22    14.25
 1314    1   525007390  112.722880    -7.189240       0   291.6  15_46_55    21.37    14.24
 1315    1   525125041  112.727920    -7.207292       0   243.0  15_46_55    24.51    12.21
 1316    1   525005052  112.734073    -7.196073       0   340.3  15_46_57    19.87    13.01
 1317    1   525001047  112.729742    -7.207528       0   148.1  15_46_58    19.68    12.09
 1318    1   525020364  112.728453    -7.187397       0   360.0  15_46_59    20.65    14.15
 1319    1   525100417  112.722145    -7.175630       0   360.0  15_46_59    21.13    15.63
 1320    1   525022001  112.701190    -7.185933       0    95.6  15_46_59    21.55    15.79
 1321    1   525003239  112.723455    -7.204547       0   248.3  15_46_59    18.46    12.72
 1322    1   525010154  112.726223    -7.207598       0   160.6  15_47_1    18.75    12.27
 1323    1   525010092  112.726087    -7.208507       0   193.2  15_47_2    22.98    12.19
 1324    1   525125041  112.727920    -7.207292       0   243.0  15_47_5    24.34    12.21
 1325    4     5250001  112.733870   -7.197102 2025/6/15
 1326    1   525005052  112.734070    -7.196065       0   340.3  15_47_6    26.69    13.02
 1327    1   525020364  112.728453    -7.187398       0   360.0  15_47_8    22.92    14.15
 1328    3   525025085  112.689135    -7.187677       0   332.9  15_47_8    22.73    16.43
 1329    1   525018479  112.721115    -7.190077       0   312.7  15_47_8    21.99    14.25
 1330    1   525001047  112.729740    -7.207543       0   148.1  15_47_9    22.83    12.09
 1331    1   525010092  112.726087    -7.208505       0   193.2  15_47_11    21.16    12.19
 1332    1   525000011  112.732233    -7.196887       0   248.7  15_47_11    16.13    13.02
 1333    1   525022001  112.701192    -7.185933       0    94.8  15_47_11    23.03    15.79
 1334    1   525010154  112.726223    -7.207603       0     0.0  15_47_12    19.42    12.27
 1335    4     5250001  112.733870   -7.197102 2025/6/15
 1336    1   525125041  112.727920    -7.207292       0   243.0  15_47_16    24.30    12.21
 1337    3   525201572  112.744032    -7.194097       0   287.3  15_47_16    25.50    12.81
 1338    1   525022001  112.701195    -7.185935       0    92.9  15_47_19    21.54    15.79
 1339    1   525100417  112.722147    -7.175632       0   360.0  15_47_19    20.52    15.63
 1340    1   525000011  112.732232    -7.196885       0   248.7  15_47_19    17.41    13.02
 1341    1   525010154  112.726235    -7.207622       0     0.0  15_47_21    18.50    12.27
 1342    1   525010092  112.726083    -7.208505       0   193.2  15_47_22    22.66    12.19
 1343    1   525000011  112.732228    -7.196880       0   248.7  15_47_25    17.79    13.02
 1344    4     5250001  112.733870   -7.197102 2025/6/15
 1345    1   525125041  112.727920    -7.207293       0   243.0  15_47_26    23.37    12.21
 1346    1   525005052  112.734042    -7.196055       0   340.3  15_47_26    27.24    13.02
 1347    1   525000011  112.732230    -7.196880       0   248.7  15_47_26    17.55    13.02
 1348    1   525020364  112.728453    -7.187398       0   360.0  15_47_28    20.86    14.15
 1349    1   525018479  112.721120    -7.190078       0   312.7  15_47_28    21.95    14.25
 1350    1   525300917  112.732498    -7.196318       0   235.4  15_47_28    18.94    13.06
 1351    1   525001047  112.729735    -7.207543       0   148.1  15_47_28    22.19    12.09
 1352    3   525022203  112.720318    -7.178555       0   228.4  15_47_28    22.29    15.43
 1353    1   525003239  112.723460    -7.204552       0   248.3  15_47_30    18.61    12.72
 1354    1   525022001  112.701193    -7.185928       0    92.2  15_47_30    22.31    15.79
 1355    1   525000011  112.732232    -7.196878       0   248.7  15_47_30    17.71    13.02
 1356    1   525010092  112.726085    -7.208505       0   193.2  15_47_30    20.67    12.19
 1357    1   525010154  112.726237    -7.207627       0     0.0  15_47_30    19.36    12.27
 1358    1   525300917  112.732498    -7.196318       0   235.4  15_47_33    19.51    13.06
 1359    1   525021186  112.727960    -7.199268       0   265.9  15_47_33    22.98    12.99
 1360    1   525000011  112.732235    -7.196878       0   248.7  15_47_35    19.57    13.02
 1361    1   525007390  112.722872    -7.189247       0   299.0  15_47_35    21.23    14.24
 1362    4     5250001  112.733870   -7.197102 2025/6/15
 1363    1   525125041  112.727920    -7.207295       0   243.0  15_47_35    24.28    12.21
 1364    1   525000011  112.732238    -7.196880       0   248.7  15_47_37    16.38    13.02
 1365    1   525018479  112.721122    -7.190077       0   312.7  15_47_37    20.27    14.25
 1366    1   525001047  112.729733    -7.207537       0   148.1  15_47_37    19.33    12.09
 1367    1   525000011  112.732242    -7.196880       0   248.7  15_47_37    16.92    13.02
 1368    3   525025088  112.725480    -7.205723       0    48.5  15_47_39    19.79    12.50
 1369    1   525022001  112.701193    -7.185930       0    91.8  15_47_40    25.17    15.79
 1370    3   525019101  112.725330    -7.202783       0   153.5  15_47_42    20.76    12.79
 1371    1   525010092  112.726087    -7.208503       0   193.2  15_47_42    22.52    12.19
 1372    4     5250001  112.733870   -7.197102 2025/6/15
 1373    1   525125041  112.727920    -7.207297       0   243.0  15_47_44    24.85    12.21
 1374    1   525018479  112.721120    -7.190075       0   312.7  15_47_46    21.56    14.25
 1375    1   525005052  112.734053    -7.196070       0   340.3  15_47_47    26.98    13.02
 1376    1   525000011  112.732235    -7.196862       0   248.7  15_47_47    18.31    13.02
 1377    3   525020364  112.728453    -7.187397       0   360.0  15_47_49    22.48    14.15
 1378    1   525001047  112.729712    -7.207522       0   148.1  15_47_49    22.47    12.09
 1379    1   525010154  112.726223    -7.207633       0     0.0  15_47_50    20.67    12.27
 1380    1   525000011  112.732233    -7.196855       0   248.7  15_47_50    19.43    13.02
 1381    1   525010092  112.726090    -7.208503       0   193.2  15_47_51    21.89    12.19
 1382    1   525300917  112.732497    -7.196320       0   235.4  15_47_51    23.35    13.06
 1383    1   525000011  112.732232    -7.196852       0   248.7  15_47_52    19.95    13.02
 1384    1   525000011  112.732232    -7.196848       0   248.7  15_47_54    18.53    13.02
 1385    4     5250001  112.733870   -7.197102 2025/6/15
 1386    1   525018479  112.721120    -7.190073       0   312.7  15_47_56    20.91    14.25
 1387    1   525125041  112.727920    -7.207298       0   243.0  15_47_56    25.71    12.21
 1388    1   525000011  112.732232    -7.196847       0   248.7  15_47_57    20.00    13.02
 1389    1   525113033  112.809472    -6.885400       0   151.2  15_47_58    16.71    46.50
 1390    3   525300917  112.732497    -7.196322       0   235.4  15_47_58    21.48    13.06
 1391    1   525020364  112.728453    -7.187397       0   360.0  15_47_59    19.78    14.15
 1392    1   525100417  112.722147    -7.175633       0   360.0  15_47_59    21.43    15.63
 1393    1   525022001  112.701205    -7.185930       0    93.2  15_48_0    19.62    15.79
 1394    1   525000011  112.732235    -7.196848       0   248.7  15_48_0    19.54    13.02
 1395    1   525010154  112.726215    -7.207628       0     0.0  15_48_1    18.50    12.27
 1396    1   525010092  112.726088    -7.208505       0   193.2  15_48_1    22.48    12.19
 1397    1   525300917  112.732495    -7.196323       0   235.4  15_48_3    21.84    13.06
 1398    1   525125041  112.727920    -7.207300       0   243.0  15_48_4    24.65    12.21
 1399    4     5250001  112.733870   -7.197102 2025/6/15
 1400    1   525005052  112.734072    -7.196082       0   340.3  15_48_6    26.33    13.01
 1401    1   525100417  112.722147    -7.175633       0   360.0  15_48_7    19.48    15.63
 1402    1   525020364  112.728467    -7.187397       0   360.0  15_48_8    22.16    14.15
 1403    1   525018479  112.721115    -7.190068       0   312.7  15_48_8    21.34    14.25
 1404    3   626533000  112.687835    -7.173520       0   307.0  15_48_8    21.47    17.77
 1405    1   525003239  112.723455    -7.204550       0   248.3  15_48_10    19.21    12.72
 1406    1   525300917  112.732495    -7.196325       0   235.4  15_48_10    17.91    13.06
 1407    1   525022001  112.701207    -7.185935       0    93.8  15_48_11    21.66    15.79
 1408    1   525010092  112.726088    -7.208507       0   193.2  15_48_12    21.66    12.19
 1409    1   525010154  112.726228    -7.207642       0     0.0  15_48_12    20.36    12.27
 1410    1   525207014  112.729677    -7.207530       0   263.1  15_48_14    20.65    12.09
 1411    4     5250001  112.733870   -7.197102 2025/6/15
 1412    1   525125041  112.727920    -7.207300       0   243.0  15_48_15    23.71    12.21
 1413    1   525300917  112.732493    -7.196327       0   235.4  15_48_15    20.76    13.06
 1414    3   525005174  112.727757    -7.206950       0   210.5  15_48_17    19.70    12.25
 1415    1   525022001  112.701205    -7.185932       0    94.5  15_48_18    18.95    15.79
 1416    1   525000011  112.732243    -7.196868       0   248.7  15_48_18    19.42    13.02
 1417    1   525113033  112.809472    -6.885402       0   151.2  15_48_20    17.65    46.50
 1418    1   525010154  112.726240    -7.207645       0     0.0  15_48_21    18.23    12.27
 1419    1   525010092  112.726093    -7.208513       0   193.2  15_48_22    22.26    12.19
 1420    1   525125041  112.727920    -7.207297       0   243.0  15_48_24    25.54    12.21
 1421    4     5250001  112.733870   -7.197102 2025/6/15
 1422    1   525005052  112.734068    -7.196072       0   340.3  15_48_25    27.52    13.02
 1423    1   525020364  112.728467    -7.187397       0   360.0  15_48_28    20.74    14.15
 1424    1   525000011  112.732257    -7.196888       0   248.7  15_48_28    16.87    13.02
 1425    1   525018479  112.721110    -7.190057       0   312.7  15_48_28    21.46    14.25
 1426    1   525300917  112.732490    -7.196328       0   235.4  15_48_28    22.52    13.06
 1427    1   525001047  112.729712    -7.207500       0   148.1  15_48_28    22.28    12.09
 1428    1   525022001  112.701212    -7.185928       0    95.1  15_48_29    23.23    15.79
 1429    1   525010092  112.726087    -7.208513       0   193.2  15_48_31    21.96    12.19
 1430    1   525010154  112.726237    -7.207647       0     0.0  15_48_31    20.72    12.27
 1431    1   525021186  112.727953    -7.199267       0   188.5  15_48_34    21.63    12.99
 1432    4     5250001  112.733870   -7.197102 2025/6/15
